,AT,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,UK,EL,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
10,1.1760397262292916,1.1091684807029587,1.0705239718596817,1.1301485784100747,1.100341126304679,1.1504987074762032,1.1889263958463105,1.1571425680173935,1.1308236429119802,1.0680891035410205,1.0988805651535127,1.132235514325981,1.068898538505704,1.107377669046997,1.1035247882189196,1.1004224137385759,1.1808768149184243,1.1803372682275806,1.1073872073959272,1.1694420354792712,1.074983590484794,1.0359221451347271,1.1634149970943337,1.0861609878076584,1.1151983533217136,1.108216038637536,1.0922628106341072,1.0815164503914172,1.1097793513694114,1.1030452237158306,1.0790891224315504
11,1.1856456564922428,1.1276141724019242,1.067259302881173,1.149250373998786,1.1057005795486932,1.1737263769437773,1.1841743285497308,1.1414142407124732,1.1451517484066174,1.0657681909327257,1.111984263718888,1.143891513429551,1.0797116793332906,1.128556062703121,1.112101291910804,1.1325306381419473,1.1841026309920604,1.1649631585788611,1.1308360122573604,1.1594088966164902,1.0742722537489509,1.0408682068894861,1.1745696154145944,1.0764871340519346,1.1283011337686584,1.137562083609116,1.0900898015082183,1.0812817566311548,1.108511860930759,1.1187654065970825,1.0817070937493727
12,1.150167100638395,1.1082067240980542,1.0588464800619963,1.1213418510142024,1.1069252414698232,1.164647445310428,1.1619776162735886,1.1607365121315603,1.1517741087863862,1.0573250873846924,1.1141951507310923,1.150317048948933,1.0834635380261488,1.1293769848844604,1.1199205675302242,1.1511182706442806,1.131824660597262,1.1744127119672823,1.1192650300629483,1.17245433127782,1.072091704064413,1.0437769660325722,1.1655208186009713,1.0667489066570026,1.1301091543215365,1.1605907463147507,1.0959475188706413,1.0750847618495227,1.1008569423761887,1.1204861389295369,1.0860318395499309
13,1.1420669540963162,1.1027844780050688,1.0633364379217916,1.1007670754328989,1.097705011971381,1.1513381789492245,1.1629610367805512,1.1507755342991892,1.150961150883311,1.04800909061963,1.0890288849898289,1.149653237307735,1.0483031486706915,1.1046475111135101,1.110170445661967,1.1658963360298633,1.1241011679826431,1.1649394164477054,1.1074454030969358,1.1622388027387858,1.0659750206657652,1.095753413937365,1.1710945154622225,1.0622617687271814,1.1331641595776298,1.1122742636741092,1.0839745787684776,1.0625341914754936,1.0930033125852376,1.1030574490806166,1.0858219545821979
14,1.1285185641555786,1.0905408142827167,1.0528480830982314,1.098048382529482,1.0933521671945245,1.131618917358242,1.143318084534737,1.1471562941136269,1.112946935155983,1.0437740036697898,1.0624298661639204,1.1368925249767021,1.0274255870238735,1.073810349809885,1.1057213000157664,1.1484610581120436,1.1485451839670007,1.1520450457434617,1.095983341579562,1.1605331540569899,1.057229210652538,1.1026789712887213,1.1619219056285899,1.0607267319465317,1.1145494263782667,1.126647193989478,1.067393640078634,1.0432289321202106,1.086777814100164,1.0831277983732472,1.0757163084916763
15,1.1188647955549011,1.0832775811519986,1.053778354839282,1.0803957758503673,1.0953646251669196,1.1153559320983266,1.1079466584331865,1.1348051506252823,1.0911256399801976,1.0400940159501102,1.03665967984811,1.1293600872049032,1.0354745856294105,1.047211931812049,1.106619867728299,1.135614036093539,1.1573351195576043,1.1364055462567721,1.0898410464172703,1.1512332115226984,1.0551503190486848,1.0779869489609797,1.1519906102005528,1.0546268456763337,1.1023121202987465,1.1404182809362198,1.0638221517102204,1.038541029806269,1.0867115759648154,1.0687989800330593,1.0661820747661592
16,1.1217380815167772,1.0795471274814021,1.0612521837028017,1.0714233927961359,1.0842576425875885,1.099474753870379,1.1142320964707115,1.1185989543660855,1.0864155183241655,1.0401651570334693,1.023152919595153,1.137338834965712,1.0740321208076387,1.060783093662614,1.1114749281228176,1.1441411497862293,1.1682690696516826,1.1253327854259734,1.0949986040473791,1.1514294035351602,1.0681541609072092,1.063222526653507,1.1546588349959939,1.0545706250655786,1.108397526241502,1.1313887448516364,1.0841134186575319,1.060328059671134,1.081744326981096,1.0811553195695915,1.0679737416082946
17,1.1367705228160154,1.1042385357541278,1.0829797195877027,1.0604000421007054,1.0787572136279664,1.112426294717301,1.191247764981952,1.1110257344728522,1.095215252624688,1.0376828794806678,1.044099026058134,1.1812909895642902,1.1404720067862049,1.102195568469848,1.1074479188830646,1.1803622396522913,1.1728392206921774,1.1244130120729368,1.108133186777718,1.1440035510329407,1.0956821447130327,1.0805029475088113,1.1699369680264657,1.0493576464371812,1.1152913432367295,1.1251619528480763,1.1033676215733985,1.086385908840499,1.0864481140945164,1.0928382931511156,1.073744018849669
18,1.1285985149849416,1.1109155620468638,1.1284504231644659,1.0697089762661445,1.0767787206409303,1.1205345654786876,1.169507313509761,1.0935460781399444,1.1111019263050255,1.0447262895649598,1.0949001661794346,1.2069932758771884,1.1922051796429223,1.1318848905943664,1.1048006997328907,1.2309475752664432,1.1637036469592859,1.1171644933365334,1.121651941551836,1.1283009594731357,1.129408902885027,1.1007863509798037,1.1325098116652506,1.0461423099498366,1.1222719200388822,1.1259329554467727,1.1238531375188072,1.1182425300727983,1.078728729881734,1.1194927545949358,1.0763413808729565
19,1.0874833976970926,1.0864086538603168,1.158606780042914,1.052071095964038,1.078996355015161,1.1131243591488067,1.1106987715740386,1.0718019033078112,1.1278003918146748,1.040703357723158,1.0799097697449265,1.1958622758129898,1.2350907853848965,1.1718215877790423,1.1152661253965572,1.2238348455577224,1.1643573352007177,1.104189503345693,1.118301234162886,1.1105560041510438,1.1536301444492016,1.129969547700802,1.1123428601150527,1.0436805373324083,1.1407941267916055,1.1460111707674203,1.1434488942568932,1.1542672887234962,1.0673013044570132,1.1405193881533464,1.0895781215654623
20,1.0340174367294017,1.0487700934419444,1.1477359649554144,1.0150927559937908,1.0515933327374942,1.0702110525882584,1.0509239832336321,1.0398365111187478,1.1457485365073583,1.0055756202187418,1.0318036935079333,1.1625898554273975,1.2077461358089667,1.18366862317974,1.11054961309633,1.1845113477964306,1.1474460076154358,1.0655402012970254,1.0783555833340461,1.0544161909001897,1.1714862047656758,1.1468920653679628,1.0748891798480504,1.0357778860891407,1.1392059680411304,1.1715722066886982,1.1347000321401188,1.178990173305188,1.0471236657641203,1.1166320376404888,1.08724782280114
21,0.9647627189687695,1.012944755518491,1.1245206922442403,0.9993657238509122,0.9915531293809278,1.025629840342653,0.9979488179908128,0.9770499061288471,1.1496279963744334,1.004169285923561,0.9926734214726556,1.1159670570769038,1.103372260095138,1.1660170279039432,1.0716675325795613,1.1404317551725516,1.0954536262881456,0.9708675510222919,1.03567360179611,0.9529216353011655,1.1528411070995774,1.1276159824532415,1.0333855223631927,1.0191932753561241,1.090295949158905,1.1665964661395152,1.061767267782347,1.1631809989708186,1.0133767575259625,1.0451655746964346,1.0406503212309137
22,0.9367030239875666,1.0244444763295817,1.0977342157859837,0.9789371851881319,0.9284187940064103,0.9752458982852039,0.9269256493714308,0.8949616583162687,1.0824455620758038,0.9872309379032977,1.0433387697600076,1.0460159092428467,1.0200853170274573,1.1008990321085437,1.0122695346076638,1.0963213324812466,1.0001944525699442,0.8657771486069454,1.0148899270392744,0.8489620103690976,1.1014054900601016,1.1582130813021256,0.9716910638999591,0.9884150849976736,1.0119751709158031,1.1375037165965949,0.9688035401669844,1.1027522036994202,0.9619284792138643,0.971201574822695,0.990127170868298
23,0.8610104636335434,0.9953650105615219,1.0170879805103172,0.9276322160868055,0.88164184527656,0.8929572522861058,0.8393590918435542,0.8288346461620851,0.9869799012663529,0.9393853987974575,1.0147834265917302,0.9426629775452421,0.9285563868385466,0.9636131846707585,0.9612911503406878,1.016840776139685,0.9129950589334298,0.7933399794517373,0.9662928524029116,0.7674102009650179,1.0379179008954862,1.109356944468511,0.9013924252600118,0.9404712482588242,0.9321300639734661,1.066314215659616,0.9069594707521708,1.0228952811475422,0.9041621697852715,0.8978870121200067,0.9435128577117344
24,0.7960971206974342,0.8942356950458951,0.900998879495108,0.8810285477603506,0.844644452660402,0.8067754778655852,0.7622247349729009,0.78251856086843,0.8829689680899774,0.8982792061992751,0.9013642590032815,0.8143729089031659,0.8345139197139418,0.8209104049473619,0.8643468992571243,0.9099123374699721,0.797284060837481,0.7437815213907073,0.8708274206734442,0.7192686178394065,0.9366298377023337,0.980261284918689,0.8066876025432687,0.8944541662979383,0.8396491694981525,0.9305019578611289,0.8440302385028268,0.9301948670311854,0.859007135797535,0.829313287071816,0.8867283749509894
25,0.758764429769555,0.8467766570265767,0.8341170686736918,0.8826394006780172,0.8389134252513439,0.775780301026584,0.7287237528543707,0.7606062495390807,0.8182500414694168,0.875454105184559,0.8884093627551727,0.7659488743883605,0.8089903090343575,0.7652306439267015,0.8164159208390824,0.826708346071419,0.7507224425271557,0.7230586108713334,0.8449695152050737,0.7006065489987902,0.8473456351879248,0.8815670354469448,0.7567992362499403,0.8714263612595693,0.805608559980043,0.8574027312935091,0.8265645958513984,0.8442568394898404,0.8379102794556782,0.8028623275105053,0.8517100813673523
26,0.7419755064812483,0.8155813118033153,0.8036099760286844,0.8701779521093568,0.8264369019016118,0.7606956576874958,0.7156376761752862,0.7501746617056391,0.7790174608896331,0.8658050388175345,0.8503451280864968,0.7505674392725533,0.7840053343952063,0.7412682343990159,0.7722909522475321,0.7604099976043871,0.7256359716317408,0.7152848357850969,0.8288828840259909,0.6908962980844985,0.7945697832973708,0.8174304628023994,0.7336976569963487,0.8610053921885391,0.7891388733326485,0.8061024905978186,0.8196522567491149,0.7831100274034197,0.8288490698816282,0.791758644714507,0.8316832824100586
27,0.7288011727793883,0.8025432769110976,0.7909300788444557,0.8594261332668739,0.8174479604857885,0.7644354073580405,0.7162945333320496,0.7490797968967945,0.7611363219445288,0.8661489512199767,0.8180676858679753,0.7336993542629788,0.7713348932228552,0.7301748593900862,0.7587554977107009,0.7180106586856645,0.7154054632503902,0.7164411985455613,0.821166746499843,0.7023982823579171,0.7658577770128051,0.7845912507985875,0.7254625029193094,0.8604815695890867,0.7883051963577438,0.7787260447832272,0.8250214546945754,0.7518054280084511,0.8267122210597101,0.7909047507845796,0.8307170121124648
28,0.7580127305509169,0.8074161030744074,0.7922147001083923,0.8379286179174308,0.8340566686735326,0.7844970867415745,0.7293854756815875,0.776118318676954,0.7555486438502125,0.8930564385400213,0.8222479126709735,0.7181938457447031,0.782546730422658,0.7390003963489713,0.77640583571756,0.6973352535224319,0.7189082578645224,0.7505678449412772,0.825529581334715,0.7557562291382025,0.752985808392562,0.774411934341378,0.7288938169131359,0.8673667918828707,0.7913978950927564,0.7649380187681565,0.842874196109598,0.74470053684954,0.832905387039651,0.8002562847306068,0.8470462013835939
29,0.858603257255492,0.8436684528744206,0.8178460424877888,0.8604547798292258,0.9093381870548561,0.8336358682699472,0.7812639602197254,0.8783657659547872,0.769361528329728,0.9762045651677297,0.8745257154912952,0.7112507824567977,0.8340856962898514,0.7702741291475873,0.833885263658819,0.693312722756384,0.7492840901177918,0.8827093933614607,0.8562847587139103,0.894401466590871,0.7673614371266364,0.7955764360397839,0.7545381791075891,0.8909886282460764,0.8128849796273744,0.7623861418149335,0.8921113024788606,0.774969380165342,0.8685625260992639,0.8508455632165747,0.8832455654035807
30,1.001562000203885,0.9344777739292581,0.8950456606290507,0.915916826587695,1.0173998346997628,0.954094084799543,0.9261072044239116,1.006686223547885,0.8359060123912774,1.0359009796490135,0.9698779925042251,0.751382687203966,0.9340894410766828,0.8904563679123171,0.9710860789709473,0.704120066654049,0.8479833073702897,1.018161472559818,0.9155882298266299,1.024314102231639,0.8482693936175639,0.85208429102283,0.846274430098587,0.9674578582937773,0.919021804106279,0.7724687930027643,0.9850560412268473,0.8760119704154604,0.9623308435843645,0.9842078614627565,0.9841759232292334
31,1.096553837591826,1.0218927200672276,0.9853077169754768,1.0129743257331716,1.0650972283264768,1.0555891014501844,1.0917268296683185,1.1088268051356227,0.9437719619111216,1.058381163962281,1.042387708094109,0.8854839267161602,0.9960871533319683,1.0129989019843564,1.0438333354319194,0.7765947600615117,0.984902483259735,1.1208573284755645,1.011395718762258,1.1368474587869906,0.9593062003193407,0.9096851687700745,0.9949660384421263,1.062987720542731,1.017988113052224,0.8098121978112487,1.0494864865181095,0.9933179306100011,1.056877782889104,1.0837410675216688,1.0396323800204745
32,1.134666013062194,1.0618942252956247,1.0436852030234116,1.0862398773017075,1.0831835599315178,1.101662266620233,1.1562890990257377,1.1469547993744378,1.0323479817143895,1.0645166661457597,1.0727306635206906,1.0364290485187122,1.053826043194599,1.0808762568208494,1.0612523885035277,0.9351025267631491,1.1077898275304527,1.1638923424039953,1.0691577075623506,1.1827868492142763,1.026094613219143,0.9738243973825585,1.100192153569949,1.0916413421202196,1.0703159974701728,0.9071008453666393,1.0780757978807742,1.050254846844389,1.0905315280358636,1.1123713551511192,1.0683727968833254
33,1.1498881322171564,1.088547954874177,1.0689913904514736,1.1050894880062252,1.0945925053077554,1.1148114409054133,1.1704474253621167,1.1515988821499488,1.0834294826912918,1.0629598562596096,1.0901552235757086,1.1000276866673915,1.0630719372634188,1.1059745085438786,1.0783458044587513,1.0511700056645077,1.161772400126891,1.1732432032514797,1.0914106505378396,1.1909814051658703,1.0568537680401315,1.0097774076687638,1.1497916858130939,1.0862441227143516,1.0929289999960126,1.0429057283767198,1.081510414053726,1.0731541733485856,1.0961803404488464,1.1008232723744737,1.0810982743103694
34,1.1687314987553783,1.0994862732819701,1.0601673108112792,1.1235972357193644,1.0974291480872627,1.1358140591439734,1.1886827910808428,1.1460695337050482,1.1186407711158957,1.0611793830827154,1.0945623216802136,1.1268585725731544,1.070834104138264,1.1024554201825558,1.0901891764668545,1.1105034135568124,1.171961189035304,1.1687679446251236,1.103435734517211,1.149953495517442,1.0664983343302532,1.0200062147403415,1.1635314242404085,1.0815567118810294,1.0942727559485304,1.0949177357635835,1.0743797145539593,1.0727918274858261,1.101880511141187,1.089907449427904,1.0736845915196138
35,1.174165286397757,1.1150470353224098,1.056238339324671,1.1423178885885246,1.1000063699003284,1.156939598852519,1.1805830429485515,1.130487529525538,1.1304343620105572,1.0588727952958932,1.1053970093112344,1.1322057318007865,1.080502965346823,1.1244438483469732,1.097271319538207,1.131202550626847,1.17215837666435,1.152415799619432,1.1281437367458222,1.149393722098583,1.0675947664775955,1.024719239548532,1.1698403571076759,1.071676786954944,1.1068771224754583,1.120772107773667,1.0713067396348404,1.0723224028428906,1.1000309533708883,1.1038485215376754,1.0744469527683558
36,1.1375766658132689,1.092582767276292,1.0477185864835228,1.1095984944587425,1.0994126352422697,1.145940263674809,1.1574062534412475,1.1506889849480542,1.1384349594761156,1.0495819383133658,1.101526028576129,1.1361733315891722,1.0791836219564845,1.1233509081609194,1.1028455801582342,1.1435693687557227,1.115103451502488,1.1623335570668192,1.1111950826145076,1.160786729458679,1.0692356084657348,1.0303181763851506,1.1575026309401837,1.0637162504988271,1.108988297084989,1.1425256952969507,1.0770410544349505,1.0645298037212934,1.0922520046421942,1.1055083889814692,1.0769911144156699
37,1.1289742205327975,1.0883769752856378,1.0515781169065195,1.0878654331534214,1.0892489676121073,1.133691299283513,1.1576515741280151,1.1407545288196603,1.1372636618708352,1.0421939440361123,1.077451014496665,1.1347274882085703,1.035842225591384,1.0956563923701563,1.093716691111913,1.1552874815834027,1.101950429506759,1.1530311496518761,1.0998688261315848,1.1505719747725769,1.05740129902491,1.0864108333352103,1.1599050323214555,1.0564843071704195,1.1111412756721772,1.0940537567720998,1.0657320976365063,1.0520850823029582,1.0838396893033118,1.0890080467602723,1.0743389274995576
38,1.115923816857317,1.0793450539972207,1.0407016502803619,1.0862976525508565,1.0851971129686546,1.114922162865889,1.1370862578034193,1.1365118083523325,1.096095848352117,1.0399062906528382,1.0541653758197451,1.1231770732828288,1.0164852304167558,1.0637979821757226,1.0903190641506675,1.1363917786657185,1.1261563609869767,1.1412744755045503,1.0857879760060567,1.1491676493813032,1.0518433330834298,1.095420106595403,1.1531241059075512,1.0554574736400333,1.0936462249666992,1.1062414570018562,1.0484936595632968,1.0327409697460241,1.0777549469748349,1.0709450702909642,1.0640174145243122
39,1.1056279462058527,1.074308134788856,1.041805441425856,1.06843287828607,1.0869246171834948,1.0998480390268515,1.1011952524365003,1.124191156462141,1.0750015126194927,1.0387849032334666,1.0300863483892713,1.1171813182615191,1.0255137170135011,1.037898654500456,1.09191441230517,1.1256475237342103,1.1352766396547287,1.1261873997438883,1.0690405286758584,1.1412758885206529,1.0487631054310786,1.0719293938895502,1.1446467408476897,1.053857829350382,1.081749981042907,1.1189585091705776,1.0455085590337276,1.0300257465604055,1.0787590980167452,1.05455840705983,1.0554740744174897
40,1.1075428145838742,1.068631535123567,1.0505192374275547,1.0599359213376214,1.076524477464809,1.084717797479211,1.105953423853596,1.108121122938067,1.0704494766802486,1.0415612231163967,1.0174761752901544,1.1259844138653297,1.0732642432545683,1.0518518066516631,1.0965637724878743,1.1345163561364189,1.1467540929718394,1.115331796350324,1.0684370688012235,1.1423431043038945,1.0630801515600106,1.0571490879900356,1.1467875912771535,1.054593113410429,1.0879473539634303,1.1087284069528864,1.0645505431145976,1.054168034091928,1.0753407240760016,1.0647296284707948,1.0571347907795328
41,1.119480017872176,1.0910294898138921,1.0744304118016474,1.0486188491818915,1.0701748546376724,1.0960000782437018,1.1772534089482736,1.099994976083182,1.0800751476083545,1.040742510407948,1.0362860115471189,1.1695110719571518,1.144881766516744,1.091231958079793,1.0919437335091589,1.1705480653095846,1.15104341511769,1.113205736735525,1.078696085944309,1.1349718862500935,1.0898853271635365,1.0742643250520851,1.1593968857297507,1.0491738383660374,1.0934407797213426,1.1016284508792031,1.083351756747769,1.081113068924194,1.0808291781062396,1.0750712031367915,1.0628642394633805
42,1.1117586032332025,1.0928840426808277,1.1235639543745355,1.0566483690553645,1.0680273813791827,1.1023396380827992,1.1531506371118756,1.0830404718096605,1.0954301206391677,1.0504379769059833,1.0810606315351203,1.1914788470831972,1.1969476159641226,1.12047803953382,1.0879021904642,1.2178264677839026,1.142151010997844,1.1048066550747708,1.0881279579531515,1.1189663156924745,1.1239623182362168,1.0966691947681315,1.1179993332248392,1.044949500933082,1.0993035764258738,1.1026020396892038,1.1032640199078552,1.1144585485696348,1.0735000692819119,1.0993206985172297,1.0641505231345707
43,1.0697758085255389,1.0681718951281889,1.154923654221643,1.038530028675015,1.0699797278491174,1.0936275923053178,1.0962345288340534,1.0636258147740785,1.1110629255325268,1.0458135963174027,1.0627804611296556,1.180091099931837,1.2332425803459783,1.1609153555230174,1.0965941507847117,1.2075398171837821,1.139759919621978,1.0924616027518999,1.0811750133484568,1.1021326691322435,1.1509073447902958,1.1279255350736594,1.0974632931323538,1.0422100188482448,1.1162965705212677,1.1244249745111625,1.1226345634265533,1.150796935668809,1.0620885478679754,1.1200838767559662,1.0779642679480124
44,1.0181870582550014,1.030826787777221,1.1416117798652257,1.0016200827380666,1.0440147079809976,1.0502676811921923,1.0366579206944542,1.0306097032048105,1.12779304667828,1.0082230319375405,1.0141232173775567,1.1479947585835542,1.1873888294475528,1.1715984128221213,1.0904484681925102,1.1685520991893372,1.117723276682085,1.0549811566144367,1.043367676943328,1.0474652252828127,1.1694837926293056,1.1438368106712962,1.0614007381933586,1.033565429182849,1.11398772009574,1.1494636046768922,1.1132224618335531,1.1776919169410969,1.042188143480068,1.0969990472901867,1.075202879558019
45,0.9490584025720665,0.9962859318988873,1.120758997075084,0.9860453663891405,0.9844517899231481,1.0055230061398288,0.9848571524614783,0.9678578881032467,1.1285419061933035,1.0040137515208776,0.9768267515624263,1.1036761633686794,1.0822399685995228,1.1540694837636,1.0513594301734996,1.1304143964576987,1.0636154536705067,0.9619016652491704,0.9993497735215383,0.9492885948358951,1.1503977179097975,1.1232595700234398,1.0211104305297567,1.016717258472889,1.0650467259871492,1.1428187519151587,1.0433361877102947,1.1575896350950312,1.0098654090811472,1.030338231965996,1.0288870454590733
46,0.921813765151728,1.0072064573810275,1.0916104475375281,0.9650440290987479,0.9222359563434027,0.9539854386219886,0.9153425523208578,0.8866244208352895,1.0607748809775333,0.9852039702662306,1.0236948565735857,1.033656060719974,1.000810206433561,1.0894408223953194,0.9953623299659998,1.087925437266656,0.9710409167064735,0.8584988703347302,0.9785966777129027,0.8436180785375735,1.100474246064007,1.1595500238740768,0.9593346709026161,0.9839899268256231,0.9890480206248042,1.1147809973402185,0.9521130652219659,1.0981928062062367,0.9591452342617666,0.9592712256040031,0.9786941251441927
47,0.8464598946349501,0.9787834493420093,1.011625355747044,0.9135718215771254,0.8752615291345097,0.8744066523628101,0.8298445122208351,0.8204919965893185,0.9682629769639973,0.9367777137674702,0.994452145141202,0.9309211321065324,0.9103114670292025,0.9556462120727618,0.9469517038950409,1.007398568496435,0.885617162364531,0.7868044390911659,0.9295646479419982,0.7618074078073164,1.0351984009180168,1.1093318188610803,0.8906534629918612,0.9379976013300559,0.9110140069562277,1.0457385625803957,0.8906827931143004,1.0197172216774635,0.9026583761040902,0.8933257896623134,0.9317391612967819
48,0.8048301557958742,0.9024125445849923,0.9048155562804933,0.8862339362105913,0.8488564001068045,0.813845760767737,0.765471879653798,0.7849042248697288,0.8906013058708938,0.896548525404641,0.906148328685882,0.8213363651755803,0.8426794890873149,0.8237644452792406,0.8724979005453215,0.9167966260509907,0.8090186330908455,0.7466691495899405,0.9001427779645585,0.7204741648521245,0.9399545763635688,0.9835405958755055,0.811200085361413,0.8962288956477158,0.8438577633142005,0.9310554632927969,0.8515160635387394,0.9300314719687396,0.8555529031087956,0.8443265279406906,0.8930531829995357
49,0.7689849366455535,0.8545639500836648,0.8374789036735456,0.8847367017318609,0.8429008909165712,0.7823817838333423,0.7316318295155704,0.7633543311509784,0.8248322080896009,0.8741121494881173,0.8920973884882885,0.7709452610952144,0.8164342554413565,0.7677785379564246,0.823383200473414,0.8299176907562417,0.7618703788179454,0.7255446035533194,0.8687387885428404,0.7008987637720308,0.8505779645470092,0.880826802602894,0.7597607727414785,0.8729988155801085,0.8094049524355034,0.8580731580990504,0.8330463612997523,0.8441065501733052,0.8354161026706022,0.8155154233651382,0.8569347770815605
